customer_id,last_order_date,frequency,monetary,recency_days,R,F,M,segment
2591,2024-12-22,4,165.64000000000001,463,1,2,2,Lost
2592,2024-06-25,3,127.4,643,1,1,1,Lost
2593,2025-02-23,9,586.51,400,1,4,4,At-risk
2594,2026-02-08,14,1028.11,50,5,4,4,VIP
2595,2026-02-06,18,907.46,52,5,5,4,VIP
2596,2024-09-22,3,167.27,554,1,1,2,Lost
2597,2026-03-11,12,545.9,19,5,4,4,VIP
2598,2025-11-24,6,256.42,126,3,3,2,Loyal
2599,2024-05-21,4,235.34,678,1,2,2,Lost
2600,2024-05-20,3,48.910000000000004,679,1,1,1,Lost
2601,2026-02-12,6,214.48,46,5,3,2,Loyal
2602,2025-05-11,6,478.23,323,2,3,3,At-risk
2603,2025-12-04,4,184.35,116,3,2,2,Loyal
2604,2025-07-19,6,537.51,254,2,3,4,At-risk
2605,2026-03-26,41,7913.24,4,5,5,5,VIP
2606,2026-01-07,12,1226.68,82,4,4,5,VIP
2607,2025-12-18,6,151.9,102,4,3,2,Loyal
2608,2026-01-20,20,2220.59,69,4,5,5,VIP
2609,2025-03-29,11,350.84,366,2,4,3,At-risk
2610,2025-07-20,2,77.99000000000001,253,2,1,1,Lost
2611,2024-11-03,1,39.64,512,1,1,1,Lost
2612,2025-05-08,8,339.45,326,2,4,3,At-risk
2613,2025-06-02,7,546.52,301,2,3,4,At-risk
2614,2025-07-05,3,188.93,268,2,1,2,Lost
2615,2026-02-19,21,2070.82,39,5,5,5,VIP
2616,2025-05-11,3,246.49,323,2,1,2,Lost
2617,2026-01-24,20,1226.91,65,4,5,5,VIP
2618,2024-05-22,1,48.78,677,1,1,1,Lost
2619,2025-02-25,4,280.58,398,1,2,3,At-risk
2620,2024-05-10,3,97.85,689,1,1,1,Lost
2621,2024-10-04,4,142.64,542,1,2,2,Lost
2622,2024-09-04,4,120.73,572,1,2,1,Lost
2623,2026-01-12,8,983.0600000000001,77,4,4,4,VIP
2624,2024-09-17,4,193.34,559,1,2,2,Lost
2625,2025-12-11,4,189.79,109,4,2,2,Loyal
2626,2025-09-25,4,310.24,186,3,2,3,Loyal
2627,2025-09-24,2,78.56,187,3,1,1,Loyal
2628,2025-12-19,4,211.97,101,4,2,2,Loyal
2629,2026-03-02,12,803.1,28,5,4,4,VIP
2630,2025-12-28,8,985.25,92,4,4,4,VIP
2631,2026-01-27,12,1405.78,62,4,4,5,VIP
2632,2025-09-22,4,195.6,189,3,2,2,Loyal
2633,2024-11-27,1,46.92,488,1,1,1,Lost
2634,2025-10-28,6,452.76,153,3,3,3,Loyal
2635,2026-01-17,6,322.87,72,4,3,3,Loyal
2636,2025-11-09,2,73.14,141,3,1,1,Loyal
2637,2025-12-31,6,164.14,89,4,3,2,Loyal
2638,2025-12-08,11,808.36,112,4,4,4,VIP
2639,2025-04-20,7,601.24,344,2,3,4,At-risk
2640,2026-01-26,14,1088.77,63,4,4,4,VIP
2641,2025-06-13,10,722.41,290,2,4,4,At-risk
2642,2025-06-17,3,120.27000000000001,286,2,1,1,Lost
2643,2026-01-31,4,361.16,58,4,2,3,Loyal
2644,2024-10-16,3,124.0,530,1,1,1,Lost
2645,2026-01-14,16,949.15,75,4,5,4,VIP
2646,2025-01-28,4,194.15,426,1,2,2,Lost
2647,2025-03-03,9,585.38,392,2,4,4,At-risk
2648,2025-04-02,7,690.29,362,2,3,4,At-risk
2649,2025-09-10,6,489.35,201,3,3,3,Loyal
2650,2025-05-10,10,458.48,324,2,4,3,At-risk
2651,2024-08-10,3,76.99,597,1,1,1,Lost
2652,2025-11-24,3,150.71,126,3,1,2,Loyal
2653,2024-12-31,6,315.11,454,1,3,3,At-risk
2654,2025-04-21,8,271.97,343,2,4,3,At-risk
2655,2026-02-07,4,307.72,51,5,2,3,Loyal
2656,2024-07-13,1,58.05,625,1,1,1,Lost
2657,2024-12-22,2,171.88,463,1,1,2,Lost
2658,2025-12-16,7,516.05,104,4,3,4,Loyal
2659,2026-02-24,17,2244.9700000000003,34,5,5,5,VIP
2660,2025-12-10,9,1329.24,110,4,4,5,VIP
2661,2025-02-17,11,878.42,406,1,4,4,At-risk
2662,2025-11-08,2,66.75,142,3,1,1,Loyal
2663,2025-09-06,2,195.59,205,3,1,2,Loyal
2664,2026-01-15,11,619.06,74,4,4,4,VIP
2665,2025-09-08,2,147.5,203,3,1,2,Loyal
2666,2025-06-07,11,827.5999999999999,296,2,4,4,At-risk
2667,2024-09-12,4,197.37,564,1,2,2,Lost
2668,2026-03-27,34,7830.15,3,5,5,5,VIP
2669,2025-12-28,5,175.14,92,4,3,2,Loyal
2670,2025-10-23,6,545.6,158,3,3,4,Loyal
2671,2025-09-14,5,283.23,197,3,3,3,Loyal
2672,2024-12-24,2,98.71000000000001,461,1,1,1,Lost
2673,2025-10-27,6,486.57,154,3,3,3,Loyal
2674,2026-03-01,7,455.61,29,5,3,3,Loyal
2675,2025-07-01,6,293.83,272,2,3,3,At-risk
2676,2025-09-01,4,191.36,210,3,2,2,Loyal
2677,2025-10-16,4,254.33999999999997,165,3,2,2,Loyal
2678,2025-07-10,9,885.0,263,2,4,4,At-risk
2679,2025-09-24,4,246.4,187,3,2,2,Loyal
2680,2025-10-30,3,244.62,151,3,1,2,Loyal
2681,2025-09-01,6,532.39,210,3,3,4,Loyal
2682,2024-09-21,4,174.03,555,1,2,2,Lost
2683,2026-02-21,14,874.2900000000001,37,5,4,4,VIP
2684,2025-09-25,3,92.16999999999999,186,3,1,1,Loyal
2685,2025-12-22,12,1268.52,98,4,4,5,VIP
2686,2025-04-29,4,372.82,335,2,2,3,At-risk
2687,2026-01-29,19,2260.95,60,4,5,5,VIP
2688,2025-06-19,9,522.47,284,2,4,4,At-risk
2689,2026-01-06,21,1168.49,83,4,5,5,VIP
2690,2025-12-28,7,325.22,92,4,3,3,Loyal
2691,2025-03-29,4,151.98000000000002,366,2,2,2,Lost
2692,2025-12-29,3,111.18,91,4,1,1,Loyal
2693,2025-01-04,4,177.10999999999999,450,1,2,2,Lost
2694,2024-11-30,3,57.3,485,1,1,1,Lost
2695,2024-09-20,3,151.19,556,1,1,2,Lost
2696,2025-10-28,8,808.89,153,3,4,4,Loyal
2697,2025-03-28,7,363.6,367,2,3,3,At-risk
2698,2026-02-22,22,3812.24,36,5,5,5,VIP
2699,2025-12-09,7,541.11,111,4,3,4,Loyal
2700,2024-12-11,2,57.71,474,1,1,1,Lost
2701,2025-03-28,8,338.90999999999997,367,2,4,3,At-risk
2702,2025-09-17,5,121.5,194,3,3,1,Loyal
2703,2025-12-12,5,186.60000000000002,108,4,3,2,Loyal
2704,2025-05-16,10,414.47,318,2,4,3,At-risk
2705,2025-05-09,8,603.76,325,2,4,4,At-risk
2706,2025-10-09,4,172.64,172,3,2,2,Loyal
2707,2024-11-17,1,28.71,498,1,1,1,Lost
2708,2026-01-12,10,654.42,77,4,4,4,VIP
2709,2025-11-26,12,835.38,124,3,4,4,Loyal
2710,2024-10-09,3,105.31,537,1,1,1,Lost
2711,2024-08-01,3,135.3,606,1,1,1,Lost
2712,2026-02-20,10,1153.85,38,5,4,4,VIP
2713,2026-01-15,12,593.37,74,4,4,4,VIP
2714,2026-03-10,11,984.35,20,5,4,4,VIP
2715,2024-05-13,2,37.7,686,1,1,1,Lost
2716,2026-02-06,13,754.47,52,5,4,4,VIP
2717,2025-11-29,4,276.46,121,3,2,3,Loyal
2718,2024-08-31,4,86.02,576,1,2,1,Lost
2719,2026-03-14,22,4605.36,16,5,5,5,VIP
2720,2025-11-15,6,234.76,135,3,3,2,Loyal
2721,2025-12-24,3,110.72,96,4,1,1,Loyal
2722,2025-01-24,5,400.34,430,1,3,3,At-risk
2723,2025-11-12,6,460.27,138,3,3,3,Loyal
2724,2026-03-03,5,394.99,27,5,3,3,Loyal
2725,2026-01-27,9,414.9,62,4,4,3,Loyal
2726,2025-03-08,11,673.72,387,2,4,4,At-risk
2727,2025-09-08,10,979.9,203,3,4,4,Loyal
2728,2026-01-02,8,662.14,87,4,4,4,VIP
2729,2025-07-24,3,187.66,249,2,1,2,Lost
2730,2024-04-26,1,23.11,703,1,1,1,Lost
2731,2026-02-24,37,6970.35,34,5,5,5,VIP
2732,2025-12-12,8,813.51,108,4,4,4,VIP
2733,2025-11-14,5,158.49,136,3,3,2,Loyal
2734,2025-07-25,2,139.24,248,2,1,2,Lost
2735,2026-01-23,13,1146.48,66,4,4,4,VIP
2736,2025-12-12,4,186.85,108,4,2,2,Loyal
2737,2026-02-08,15,1096.3799999999999,50,5,5,4,VIP
2738,2025-12-03,4,337.9,117,3,2,3,Loyal
2739,2025-03-04,8,570.64,391,2,4,4,At-risk
2740,2025-05-08,2,128.64000000000001,326,2,1,1,Lost
2741,2026-02-24,12,592.7,34,5,4,4,VIP
2742,2025-06-09,3,180.26,294,2,1,2,Lost
2743,2026-02-17,19,2539.82,41,5,5,5,VIP
2744,2025-06-18,11,722.35,285,2,4,4,At-risk
2745,2025-08-26,3,113.38,216,3,1,1,Loyal
2746,2025-02-22,6,511.90999999999997,401,1,3,4,At-risk
2747,2026-01-17,14,691.46,72,4,4,4,VIP
2748,2026-03-14,19,2274.9,16,5,5,5,VIP
2749,2025-10-01,3,136.5,180,3,1,1,Loyal
2750,2026-02-18,35,6282.1900000000005,40,5,5,5,VIP
2751,2026-03-03,16,2131.01,27,5,5,5,VIP
2752,2025-01-14,3,115.78,440,1,1,1,Lost
2753,2025-07-01,9,775.76,272,2,4,4,At-risk
2754,2026-01-26,17,2303.55,63,4,5,5,VIP
2755,2024-10-31,2,119.24,515,1,1,1,Lost
2756,2025-07-02,10,596.14,271,2,4,4,At-risk
2757,2024-12-24,2,31.63,461,1,1,1,Lost
2758,2025-03-08,3,174.75,387,2,1,2,Lost
2759,2025-02-20,9,724.5699999999999,403,1,4,4,At-risk
2760,2025-12-22,6,376.75,98,4,3,3,Loyal
2761,2025-09-13,8,509.71000000000004,198,3,4,4,Loyal
2762,2024-12-16,4,130.18,469,1,2,1,Lost
2763,2026-01-08,9,997.51,81,4,4,4,VIP
2764,2025-05-02,2,97.12,332,2,1,1,Lost
2765,2026-03-09,27,4399.3,21,5,5,5,VIP
2766,2024-11-21,3,159.29,494,1,1,2,Lost
2767,2025-06-24,5,180.72,279,2,3,2,At-risk
2768,2025-02-12,10,484.56,411,1,4,3,At-risk
2769,2025-04-10,7,387.47,354,2,3,3,At-risk
2770,2024-04-15,1,71.86,714,1,1,1,Lost
2771,2026-01-12,15,1046.11,77,4,5,4,VIP
2772,2025-02-02,4,335.87,421,1,2,3,At-risk
2773,2024-09-11,4,173.07999999999998,565,1,2,2,Lost
2774,2026-03-11,31,5539.61,19,5,5,5,VIP
2775,2025-09-26,5,449.94,185,3,3,3,Loyal
2776,2025-04-10,4,96.25,354,2,2,1,Lost
2777,2026-02-02,6,471.39,56,4,3,3,Loyal
2778,2025-05-20,3,104.9,314,2,1,1,Lost
2779,2025-12-14,12,993.12,106,4,4,4,VIP
2780,2026-02-22,9,609.92,36,5,4,4,VIP
2781,2026-02-24,17,2211.94,34,5,5,5,VIP
2782,2026-01-26,9,557.03,63,4,4,4,VIP
2783,2025-10-08,3,160.31,173,3,1,2,Loyal
2784,2025-09-20,3,123.94,191,3,1,1,Loyal
2785,2026-02-10,11,1305.04,48,5,4,5,VIP
2786,2025-03-17,8,807.49,378,2,4,4,At-risk
2787,2025-02-22,4,194.51,401,1,2,2,Lost
2788,2025-11-19,7,610.47,131,3,3,4,Loyal
2789,2024-05-05,3,109.97,694,1,1,1,Lost
2790,2025-09-12,7,624.86,199,3,3,4,Loyal
2791,2025-10-04,7,501.01,177,3,3,3,Loyal
2792,2026-03-26,39,9104.74,4,5,5,5,VIP
2793,2025-03-19,8,562.0799999999999,376,2,4,4,At-risk
2794,2024-09-05,4,229.93,571,1,2,2,Lost
2795,2025-01-31,4,354.53,423,1,2,3,At-risk
2796,2026-03-03,7,216.07,27,5,3,2,Loyal
2797,2025-08-12,6,507.72,230,2,3,4,At-risk
2798,2026-01-06,4,307.28,83,4,2,3,Loyal
2799,2025-04-10,10,294.71,354,2,4,3,At-risk
2800,2025-04-08,10,531.73,356,2,4,4,At-risk
2801,2024-06-16,1,30.09,652,1,1,1,Lost
2802,2025-09-15,5,377.36,196,3,3,3,Loyal
2803,2026-03-10,25,5129.21,20,5,5,5,VIP
2804,2026-01-18,5,205.86,71,4,3,2,Loyal
2805,2026-01-23,21,2399.09,66,4,5,5,VIP
2806,2026-02-13,20,1504.53,45,5,5,5,VIP
2807,2025-10-24,3,112.69,157,3,1,1,Loyal
2808,2025-06-22,5,445.47,281,2,3,3,At-risk
2809,2026-01-31,11,1010.65,58,4,4,4,VIP
2810,2026-01-25,20,1394.1,64,4,5,5,VIP
2811,2026-03-22,44,7975.86,8,5,5,5,VIP
2812,2024-12-10,3,138.07,475,1,1,2,Lost
2813,2025-11-18,7,587.35,132,3,3,4,Loyal
2814,2026-02-24,19,1519.41,34,5,5,5,VIP
2815,2026-03-08,36,8720.45,22,5,5,5,VIP
2816,2025-10-25,7,519.01,156,3,3,4,Loyal
2817,2025-10-15,9,990.85,166,3,4,4,Loyal
2818,2025-10-17,4,110.03,164,3,2,1,Loyal
2819,2025-07-06,7,467.63,267,2,3,3,At-risk
2820,2024-10-25,3,124.28999999999999,521,1,1,1,Lost
2821,2026-02-05,20,2190.48,53,5,5,5,VIP
2822,2025-10-09,11,594.33,172,3,4,4,Loyal
2823,2026-03-09,34,4760.73,21,5,5,5,VIP
2824,2024-05-19,1,33.63,680,1,1,1,Lost
2825,2024-07-28,3,114.53999999999999,610,1,1,1,Lost
2826,2025-11-22,3,255.62,128,3,1,2,Loyal
2827,2025-05-22,3,174.10999999999999,312,2,1,2,Lost
2828,2026-01-03,17,1862.39,86,4,5,5,VIP
2829,2025-04-19,9,833.14,345,2,4,4,At-risk
2830,2024-11-28,4,171.81,487,1,2,2,Lost
2831,2025-12-31,11,915.96,89,4,4,4,VIP
2832,2025-10-29,7,414.3,152,3,3,3,Loyal
2833,2025-07-14,5,195.95000000000002,259,2,3,2,At-risk
2834,2025-06-23,11,659.12,280,2,4,4,At-risk
2835,2025-09-17,5,332.56,194,3,3,3,Loyal
2836,2025-07-11,3,249.96,262,2,1,2,Lost
2837,2026-01-07,6,342.01,82,4,3,3,Loyal
2838,2026-02-09,12,626.25,49,5,4,4,VIP
2839,2025-12-06,6,435.95,114,4,3,3,Loyal
2840,2026-03-21,19,1854.35,9,5,5,5,VIP
2841,2025-02-09,4,252.18,414,1,2,2,Lost
2842,2025-08-02,6,342.31,240,2,3,3,At-risk
2843,2025-12-01,6,503.87,119,3,3,4,Loyal
2844,2026-02-02,16,1751.81,56,4,5,5,VIP
2845,2025-12-03,18,2319.34,117,3,5,5,Loyal
2846,2025-06-12,3,155.38,291,2,1,2,Lost
2847,2026-03-06,21,2601.0699999999997,24,5,5,5,VIP
2848,2026-03-14,42,10060.0,16,5,5,5,VIP
2849,2025-04-27,11,934.93,337,2,4,4,At-risk
2850,2025-12-08,6,394.94,112,4,3,3,Loyal
2851,2025-08-29,6,202.88,213,3,3,2,Loyal
2852,2026-01-07,6,393.53999999999996,82,4,3,3,Loyal
2853,2025-09-13,7,655.48,198,3,3,4,Loyal
2854,2026-01-05,5,400.02,84,4,3,3,Loyal
2855,2025-07-03,11,1058.52,270,2,4,4,At-risk
2856,2024-07-26,1,40.83,612,1,1,1,Lost
2857,2024-12-24,8,755.8199999999999,461,1,4,4,At-risk
2858,2025-12-06,5,355.59999999999997,114,4,3,3,Loyal
2859,2025-11-03,9,369.91,147,3,4,3,Loyal
2860,2025-02-01,2,139.33999999999997,422,1,1,2,Lost
2861,2026-01-18,2,69.1,71,4,1,1,Loyal
2862,2026-02-18,5,426.24,40,5,3,3,Loyal
2863,2025-11-04,7,212.44,146,3,3,2,Loyal
2864,2026-02-13,21,1139.62,45,5,5,4,VIP
2865,2025-08-24,3,135.56,218,3,1,1,Loyal
2866,2026-01-21,18,2294.15,68,4,5,5,VIP
2867,2025-12-26,5,353.34000000000003,94,4,3,3,Loyal
2868,2025-12-01,2,156.7,119,3,1,2,Loyal
2869,2025-01-30,1,21.09,424,1,1,1,Lost
2870,2026-03-01,29,2874.61,29,5,5,5,VIP
2871,2025-10-22,2,114.68,159,3,1,1,Loyal
2872,2025-12-02,3,145.7,118,3,1,2,Loyal
2873,2026-03-17,35,6572.81,13,5,5,5,VIP
2874,2026-02-19,13,639.39,39,5,4,4,VIP
2875,2026-02-01,21,2732.73,57,4,5,5,VIP
2876,2026-01-18,14,1346.36,71,4,4,5,VIP
2877,2026-01-28,21,1965.47,61,4,5,5,VIP
2878,2026-02-03,6,495.4,55,4,3,3,Loyal
2879,2025-07-10,4,118.22,263,2,2,1,Lost
2880,2026-01-08,20,4534.09,81,4,5,5,VIP
2881,2025-12-26,21,1751.1299999999999,94,4,5,5,VIP
2882,2026-02-26,12,753.34,32,5,4,4,VIP
2883,2025-10-30,4,211.74,151,3,2,2,Loyal
2884,2025-04-24,3,164.85,340,2,2,2,Lost
2885,2025-07-25,3,141.76,248,2,2,2,Lost
2886,2025-12-22,13,1567.95,98,4,4,5,VIP
2887,2026-03-09,30,4994.96,21,5,5,5,VIP
2888,2024-12-12,4,60.91,473,1,2,1,Lost
2889,2026-01-15,21,1188.91,74,4,5,5,VIP
2890,2026-02-07,18,2518.28,51,5,5,5,VIP
2891,2026-02-27,8,837.62,31,5,4,4,VIP
2892,2024-11-20,3,105.59,495,1,2,1,Lost
2893,2025-12-19,6,515.41,101,4,3,4,Loyal
2894,2025-11-02,3,94.54,148,3,2,1,Loyal
2895,2025-01-13,2,63.7,441,1,1,1,Lost
2896,2026-01-12,18,1786.78,77,4,5,5,VIP
2897,2024-11-08,4,156.01,507,1,2,2,Lost
2898,2026-02-19,8,738.53,39,5,4,4,VIP
2899,2025-10-24,7,439.45,157,3,3,3,Loyal
2900,2025-08-10,3,264.37,232,2,2,2,Lost
2901,2025-11-05,2,149.94,145,3,1,2,Loyal
2902,2024-05-04,1,26.07,695,1,1,1,Lost
2903,2026-01-31,11,1043.33,58,4,4,4,VIP
2904,2024-11-01,2,63.58,514,1,1,1,Lost
2905,2026-02-13,7,330.55,45,5,3,3,Loyal
2906,2025-08-11,4,158.79,231,2,2,2,Lost
2907,2024-09-05,3,85.46000000000001,571,1,2,1,Lost
2908,2026-03-17,40,4879.71,13,5,5,5,VIP
2909,2024-08-02,1,44.89,605,1,1,1,Lost
2910,2025-08-07,4,131.01,235,2,2,1,Lost
2911,2025-03-25,6,260.14,370,2,3,2,At-risk
2912,2026-03-14,12,1369.54,16,5,4,5,VIP
2913,2025-10-08,5,314.06,173,3,3,3,Loyal
2914,2025-09-10,9,337.27,201,3,4,3,Loyal
2915,2026-02-27,6,186.12,31,5,3,2,Loyal
2916,2025-12-31,17,1619.6100000000001,89,4,5,5,VIP
2917,2026-01-06,16,1686.1399999999999,83,4,5,5,VIP
2918,2024-06-05,1,32.06,663,1,1,1,Lost
2919,2026-03-19,25,3846.05,11,5,5,5,VIP
2920,2024-11-28,4,131.57999999999998,487,1,2,1,Lost
2921,2024-05-09,3,60.8,690,1,2,1,Lost
2922,2026-02-22,26,2290.19,36,5,5,5,VIP
2923,2026-03-20,21,2099.41,10,5,5,5,VIP
2924,2025-07-08,5,388.01,265,2,3,3,At-risk
2925,2026-03-11,21,4395.83,19,5,5,5,VIP
2926,2025-11-21,4,142.95,129,3,2,2,Loyal
2927,2025-11-21,11,305.24,129,3,4,3,Loyal
2928,2025-09-30,7,305.32,181,3,3,3,Loyal
2929,2025-08-24,4,295.36,218,3,2,3,Loyal
2930,2025-06-05,7,397.74,298,2,3,3,At-risk
2931,2025-12-10,6,565.43,110,4,3,4,Loyal
2932,2026-02-24,9,850.27,34,5,4,4,VIP
2933,2025-10-31,7,489.78,150,3,3,3,Loyal
2934,2024-09-30,2,45.97,546,1,1,1,Lost
2935,2025-09-03,5,423.73,208,3,3,3,Loyal
2936,2025-12-15,6,527.64,105,4,3,4,Loyal
2937,2025-10-17,4,257.53,164,3,2,2,Loyal
2938,2026-01-03,15,1654.76,86,4,5,5,VIP
2939,2026-02-17,15,651.8,41,5,5,4,VIP
2940,2026-03-05,34,6401.96,25,5,5,5,VIP
2941,2024-05-07,2,74.97999999999999,692,1,1,1,Lost
2942,2025-12-23,12,1618.87,97,4,4,5,VIP
2943,2025-03-29,4,315.31,366,2,2,3,At-risk
2944,2026-02-03,11,768.63,55,4,4,4,VIP
2945,2026-02-16,18,2259.04,42,5,5,5,VIP
2946,2025-12-17,3,204.42000000000002,103,4,2,2,Loyal
2947,2025-11-25,5,148.57,125,3,3,2,Loyal
2948,2025-07-03,5,447.87,270,2,3,3,At-risk
2949,2024-06-07,4,123.39,661,1,2,1,Lost
2950,2024-07-14,2,34.51,624,1,1,1,Lost
2951,2026-01-23,17,2048.39,66,4,5,5,VIP
2952,2025-08-18,10,915.47,224,2,4,4,At-risk
2953,2026-02-19,18,1223.29,39,5,5,5,VIP
2954,2024-11-12,3,107.54,503,1,2,1,Lost
2955,2025-12-04,7,382.33,116,3,3,3,Loyal
2956,2025-10-10,3,161.2,171,3,2,2,Loyal
2957,2026-02-21,13,716.81,37,5,4,4,VIP
2958,2026-03-07,43,7302.3099999999995,23,5,5,5,VIP
2959,2025-12-15,11,566.86,105,4,4,4,VIP
2960,2024-05-01,1,13.54,698,1,1,1,Lost
2961,2025-03-12,8,732.51,383,2,4,4,At-risk
2962,2024-05-29,4,192.88,670,1,2,2,Lost
2963,2026-02-08,11,1018.1800000000001,50,5,4,4,VIP
2964,2025-11-30,3,109.38,120,3,2,1,Loyal
2965,2026-01-08,21,2043.38,81,4,5,5,VIP
2966,2026-02-17,6,543.7,41,5,3,4,Loyal
2967,2025-12-04,4,294.87,116,3,2,3,Loyal
2968,2026-01-14,17,1111.03,75,4,5,4,VIP
2969,2025-07-01,2,141.94,272,2,1,2,Lost
2970,2025-10-29,8,849.89,152,3,4,4,Loyal
2971,2025-09-29,3,230.64999999999998,182,3,2,2,Loyal
2972,2025-06-12,7,503.9,291,2,3,4,At-risk
2973,2026-01-30,8,1003.27,59,4,4,4,VIP
2974,2025-02-03,2,60.67,420,1,1,1,Lost
2975,2025-08-16,3,252.39,226,2,2,2,Lost
2976,2025-08-16,7,406.81,226,2,3,3,At-risk
2977,2025-08-06,8,486.22,236,2,4,3,At-risk
2978,2025-01-10,7,227.64999999999998,444,1,3,2,At-risk
2979,2025-02-01,6,587.38,422,1,3,4,At-risk
2980,2024-08-23,2,103.43,584,1,1,1,Lost
2981,2025-12-11,4,265.68,109,4,2,2,Loyal
2982,2026-03-04,19,907.77,26,5,5,4,VIP
2983,2026-02-28,20,2416.41,30,5,5,5,VIP
2984,2025-12-15,5,365.78,105,4,3,3,Loyal
2985,2026-03-20,22,4185.61,10,5,5,5,VIP
2986,2026-02-13,15,1460.97,45,5,5,5,VIP
2987,2026-02-27,24,2107.82,31,5,5,5,VIP
2988,2026-01-02,5,339.31,87,4,3,3,Loyal
2989,2026-01-25,13,1634.8899999999999,64,4,4,5,VIP
2990,2026-02-07,6,312.95,51,5,3,3,Loyal
2991,2025-06-18,8,585.26,285,2,4,4,At-risk
2992,2024-12-19,9,721.09,466,1,4,4,At-risk
2993,2025-07-17,6,430.4,256,2,3,3,At-risk
2994,2026-01-08,6,362.11,81,4,3,3,Loyal
2995,2025-12-16,7,570.89,104,4,3,4,Loyal
2996,2025-04-22,2,149.23000000000002,342,2,1,2,Lost
2997,2025-04-13,7,249.06,351,2,3,2,At-risk
2998,2026-01-17,18,1118.94,72,4,5,4,VIP
2999,2024-09-05,1,41.41,571,1,1,1,Lost
3000,2026-02-16,15,1385.24,42,5,5,5,VIP
3001,2025-04-10,11,695.11,354,2,4,4,At-risk
3002,2025-12-30,5,249.19,90,4,3,2,Loyal
3003,2025-11-25,10,1405.17,125,3,4,5,Loyal
3004,2025-07-29,8,481.37,244,2,4,3,At-risk
3005,2026-02-28,13,1167.29,30,5,4,5,VIP
3006,2025-07-05,8,739.59,268,2,4,4,At-risk
3007,2026-01-21,3,255.76,68,4,2,2,Loyal
3008,2026-03-08,16,995.08,22,5,5,4,VIP
3009,2026-03-27,39,5564.61,3,5,5,5,VIP
3010,2025-05-21,7,576.16,313,2,3,4,At-risk
3011,2026-03-11,15,1356.13,19,5,5,5,VIP
3012,2025-02-23,4,215.16,400,1,2,2,Lost
3013,2025-08-20,10,525.3,222,2,4,4,At-risk
3014,2025-07-30,10,345.67,243,2,4,3,At-risk
3015,2026-03-11,15,1123.41,19,5,5,4,VIP
3016,2025-04-02,11,742.28,362,2,4,4,At-risk
3017,2024-08-13,3,71.75,594,1,2,1,Lost
3018,2026-02-25,13,1114.29,33,5,4,4,VIP
3019,2026-01-08,5,385.2,81,4,3,3,Loyal
3020,2025-12-02,20,2160.7400000000002,118,3,5,5,Loyal
3021,2025-10-25,5,270.33000000000004,156,3,3,3,Loyal
3022,2025-05-19,11,1092.19,315,2,4,4,At-risk
3023,2025-11-10,6,391.47,140,3,3,3,Loyal
3024,2025-12-07,7,229.99,113,4,3,2,Loyal
3025,2025-01-23,4,294.18,431,1,2,3,At-risk
3026,2025-08-02,10,864.4,240,2,4,4,At-risk
3027,2025-12-29,18,1209.51,91,4,5,5,VIP
3028,2024-08-26,3,67.37,581,1,2,1,Lost
3029,2026-02-18,5,367.74,40,5,3,3,Loyal
3030,2025-12-30,4,312.06,90,4,2,3,Loyal
3031,2025-08-06,6,310.97,236,2,3,3,At-risk
3032,2026-02-25,34,3395.78,33,5,5,5,VIP
3033,2026-01-03,19,1573.1100000000001,86,4,5,5,VIP
3034,2026-01-09,16,974.0699999999999,80,4,5,4,VIP
3035,2024-12-23,2,91.27000000000001,462,1,1,1,Lost
3036,2025-03-31,8,315.84000000000003,364,2,4,3,At-risk
3037,2026-03-04,6,260.88,26,5,3,2,Loyal
3038,2026-03-20,40,5197.85,10,5,5,5,VIP
3039,2026-03-17,16,2061.71,13,5,5,5,VIP
3040,2025-11-05,6,503.03,145,3,3,4,Loyal
3041,2025-09-20,5,160.13,191,3,3,2,Loyal
3042,2024-09-13,4,171.66,563,1,2,2,Lost
3043,2025-08-16,11,393.7,226,2,4,3,At-risk
3044,2025-12-04,5,220.72,116,3,3,2,Loyal
3045,2025-04-18,8,578.06,346,2,4,4,At-risk
3046,2024-09-14,3,66.94,562,1,2,1,Lost
3047,2026-01-14,5,418.25,75,4,3,3,Loyal
3048,2026-01-10,7,584.87,79,4,3,4,Loyal
3049,2024-04-30,2,87.75999999999999,699,1,1,1,Lost
3050,2025-10-10,11,695.96,171,3,4,4,Loyal
3051,2024-05-02,3,52.06,697,1,2,1,Lost
3052,2026-01-18,15,1680.1,71,4,5,5,VIP
3053,2025-10-31,5,241.57,150,3,3,2,Loyal
3054,2025-04-28,11,650.24,336,2,4,4,At-risk
3055,2026-02-11,2,183.38,47,5,1,2,Loyal
3056,2025-11-30,4,158.2,120,3,2,2,Loyal
3057,2026-01-31,2,99.81,58,4,1,1,Loyal
3058,2026-03-14,15,1345.29,16,5,5,5,VIP
3059,2025-11-17,8,1075.84,133,3,4,4,Loyal
3060,2026-01-28,10,976.94,61,4,4,4,VIP
3061,2026-02-28,7,578.89,30,5,3,4,Loyal
3062,2025-12-26,4,251.47,94,4,2,2,Loyal
3063,2025-07-26,8,1037.53,247,2,4,4,At-risk
3064,2024-11-14,1,35.56,501,1,1,1,Lost
3065,2026-01-25,7,578.46,64,4,3,4,Loyal
3066,2025-10-21,2,117.02000000000001,160,3,1,1,Loyal
3067,2025-12-29,5,430.05,91,4,3,3,Loyal
3068,2026-02-28,20,1371.16,30,5,5,5,VIP
